group;species;dry.mass.g;body.temp.C;mortality.year;ref
Fish;Nemipterus delagoe;6.00E+001;28;1.62;5
Fish;Nemipterus hexodon;5.38E+001;28;0.88;5
Fish;Nemipterus japonicus;6.38E+001;28;1.88;5
Fish;Nemipterus marginatus;5.25E+001;28;1.73;5
Fish;Nemipterus marginatus;5.75E+001;28;1.14;5
Fish;Nemipterus mesoprion;1.88E+001;28;1.08;5
Fish;Nemipterus nematophorus;5.00E+001;28;1.63;5
Fish;Nemipterus nemurus;6.13E+001;28;1.03;5
Fish;Nemipterus peronii;6.43E+001;28;1.05;5
Fish;Nemipterus sp.;1.02E+002;28;0.53;5
Fish;Nemipterus tolu;5.75E+001;28;0.41;5
Fish;Notothenia neglecta;5.45E+002;16;0.36;5
Fish;Ocyurus chrysurus;9.00E+002;27;0.62;5
Fish;Perca fluviatilis;1.09E+002;6;0.29;5
Fish;Perca fluviatilis;1.58E+002;6;0.16;5
Fish;Phoxinus phoxinus;2.05E+000;9;1.1;5
Fish;Platichthys flesus;2.60E+002;8;0.18;5
Fish;Pleuronectes platessa;2.28E+002;7;0.22;5
Fish;Pleuronectes platessa;8.58E+002;7;0.12;5
Fish;Pneumatophorus japonicus;2.03E+002;15;0.9;5
Fish;Pollachius virens;2.90E+003;6;0.15;5
Fish;Pollachius virens;4.13E+003;5;0.3;5
Fish;Pollachius virens;5.03E+003;5;0.3;5
Fish;Pomatoschistus minutus;1.00E+000;10;3.3;5
Fish;Poromitra crassiceps;3.53E+000;6.5;0.677;7
Fish;Pseudopleuronectes americanus;3.45E+002;5;0.4;5
Fish;Pseudosciaena diacanthus;4.35E+003;27;0.8;5
Fish;Pseudotolithus elongatus;1.79E+002;26;0.34;5
Fish;Pseudoupeneus macularus;9.00E+001;27;1.89;5
Fish;Pungitius pungitius;1.00E-001;10;1.1;5
Fish;Restrelliger kanagurta;3.85E+001;27;7.8;5
Fish;Restrelliger kanagurta;4.00E+001;28;4.44;5
Fish;Restrelliger neglectus;2.10E+001;28;4.2;5
Fish;Restrelliger neglectus;2.75E+001;28;7.22;5
Fish;Restrelliger neglectus;5.13E+001;28;4.56;5
Fish;Salmo trutta;7.50E+001;9;0.94;5
Fish;Salmo trutta;1.25E+002;5;0.31;5
Fish;Salvelinus alpinus;1.25E+003;7;0.17;5
Fish;Sardinella longiceps;1.58E+001;27;0.67;5
Fish;Sardinella longiceps;1.65E+001;27;1.12;5
Fish;Sardinops caerrula;5.63E+001;15;0.45;5
Fish;Sardinops caerrula;8.43E+001;15;0.4;5
Fish;Sardinops melanosticta;5.23E+001;15;0.5;5
Fish;Saurida tumbil;5.88E+002;17;0.46;5
Fish;Sebastes aleutianus;9.38E+003;4.5;0.029;9,10,11
Fish;Sebastes alutus;2.00E+002;5;0.193;5
Fish;Sebastes alutus;2.70E+002;6;0.271;5
Fish;Sebastes alutus;3.40E+002;8;0.227;5
Fish;Sebastes alutus;1.42E+003;4.5;0.06;9,10,11
Fish;Sebastes babcocki;1.96E+003;5.5;0.057;9,10,11
Fish;Sebastes borealis;9.30E+003;4.5;0.038;9,10,11
Fish;Sebastes brevispinis;1.96E+003;7;0.073;9,10,11
Fish;Sebastes caurinus;7.78E+002;6.5;0.109;9,10,11
Fish;Sebastes chlorostictus;5.45E+002;7;0.182;9,10,11
Fish;Sebastes ciliatus;1.03E+003;6;0.09;9,10,11
Fish;Sebastes constellatus;4.10E+002;7;0.188;9,10,11
Fish;Sebastes crameri;7.78E+002;5.5;0.091;9,10,11
Fish;Sebastes dalli;7.68E+001;7;0.5;9,10,11
Fish;Sebastes diploproa;1.14E+003;6;0.071;9,10,11
Fish;Sebastes elongatus;3.43E+002;6;0.143;9,10,11
Fish;Sebastes entomelas;8.15E+002;5.5;0.1;9,10,11
Fish;Sebastes flavidus;1.11E+003;6;0.094;9,10,11
Fish;Sebastes goodei;7.05E+002;6.5;0.222;9,10,11
Fish;Sebastes helvomaculatus;1.05E+003;6;0.069;9,10,11
Fish;Sebastes jorani;1.52E+002;6.5;0.194;9,10,11
Fish;Sebastes levis;2.93E+003;6.5;0.109;9,10,11
Fish;Sebastes maliger;1.79E+003;7;0.067;9,10,11
Fish;Sebastes melanops;1.02E+003;6.5;0.12;9,10,11
Fish;Sebastes miniatus;1.64E+003;6.5;0.14;9,10,11
Fish;Sebastes mystinus;6.08E+002;6;0.136;9,10,11
Fish;Sebastes nigrocinctus;5.40E+003;7;0.052;9,10,11
Fish;Sebastes ovalis;7.05E+002;6.5;0.162;9,10,11
Fish;Sebastes paucipinis;2.93E+003;6;0.167;9,10,11
Fish;Sebastes pinniger;1.97E+003;7;0.071;9,10,11
Fish;Sebastes polyspinis;1.03E+003;5.5;0.105;9,10,11
Fish;Sebastes reedi;1.28E+003;6.5;0.061;9,10,11
Fish;Sebastes rosaceus;2.10E+002;7;0.429;9,10,11
Fish;Sebastes rosenblatti;7.05E+002;6.5;0.12;9,10,11
Fish;Sebastes ruberrinus;4.20E+003;6;0.051;9,10,11
Fish;Sebastes rubrivinctus;1.02E+003;6.5;0.333;9,10,11
Fish;Sebastes rufus;5.45E+002;7;0.113;9,10,11
Fish;Sebastes saxicola;3.00E+002;6;0.158;9,10,11
Fish;Sebastes variegatus;2.26E+002;5.5;0.128;9,10,11
Fish;Sebastes wilsoni;6.10E+001;7;0.25;9,10,11
Fish;Sebastes zacentrus;5.33E+002;6;0.103;9,10,11
Fish;Sebastolobus alascanus;2.47E+003;2.8;0.053;9,10,11
Fish;Sebastolobus altivelis;2.43E+002;2.4;0.13;9,10,11
Fish;Soela vulgaris;1.21E+002;7;0.25;5
Fish;Sprattus sprattus;5.10E+000;9;0.7;5
Fish;Sprattus sprattus;5.75E+000;8;0.53;5
Fish;Stolothrissa tanganicae;1.50E+000;27;5.2;5
Fish;Stizostedion canadensis;1.54E+002;5;0.44;5
Fish;Thunnus alaunga;1.29E+003;26;0.2;5
Fish;Thunnus alaunga;1.47E+004;25;0.23;5
Fish;Thunnus albacares;2.48E+004;25;0.77;5
Fish;Thunnus albacares;3.45E+004;26;0.8;5
Fish;Thunnus albacares;3.60E+004;25;0.8;5
Fish;Thunnus albacares;4.98E+004;25;0.9;5
Fish;Thunnus atlanticus;2.44E+003;26;0.67;5
Fish;Thunnus germo;9.23E+003;25;0.22;5
Fish;Thunnus macoyi;4.90E+004;26;0.2;5
Fish;Tilapia esculenta;1.88E+002;25;1.75;5
Fish;Tracharus japonicus;2.98E+002;20;0.99;5
Fish;Trisopterus esmarkii;1.13E+001;9;1.6;5
Fish;Trisopterus esmarkii;1.20E+001;9;0.6;5
Invertebrate;Acanthochitona crinita;3.33E-001;13.85;4.44;25
Invertebrate;Acanthocyclops robustus;1.13E-005;5;19.211;4
Invertebrate;Acanthocyclops robustus;1.13E-005;10;22.01;4
Invertebrate;Acanthocyclops robustus;1.13E-005;15;44.242;4
Invertebrate;Acanthocyclops robustus;1.13E-005;20;56.154;4
Invertebrate;Acanthocyclops robustus;1.13E-005;25;87.6;4
Invertebrate;Aega antarctica;5.60E+000;-1.15;0.13;25
Invertebrate;Amphicteis gunneri;3.65E-001;3.35;1.083;25
Invertebrate;Ancylus fluviatilis;6.65E-002;11.85;3.9;25
Invertebrate;Ancylus fluviatilis;1.08E-001;7.85;3.2;25
Invertebrate;Anodonta grandis;2.88E+001;5.85;0.183;25
Invertebrate;Anodonta grandis;1.37E+002;8.85;0.218;25
Invertebrate;Anodonta piscinalis;9.98E+000;12.85;0.265;25
Invertebrate;Arctica islandica;1.65E+002;6.85;0.35;25
Invertebrate;Aulacomya ater;3.00E+000;15.35;1.459;25
Invertebrate;Boreomysis microps;5.75E-003;9.5;3.042;6
Invertebrate;Bovallia gigantea f;5.93E+000;-0.95;0.889;25
Invertebrate;Bovallia gigantea f;1.53E+001;-0.95;0.729;25
Invertebrate;Bovallia gigantea ;1.51E+000;-0.95;1.385;25
Invertebrate;Bovallia gigantea ;4.75E+000;-0.95;0.801;25
Invertebrate;Brachycentrus spinae;6.13E-003;10.85;6.205;25
Invertebrate;Calyptogena magnifica;2.43E-001;17;1.538;22
Invertebrate;Calyptogena magnifica;6.85E+000;7.8;0.324;24
Invertebrate;Cardium edule;3.80E+000;11.85;0.86;25
Invertebrate;Cardium edule;5.65E+000;11.85;0.59;25
Invertebrate;Cardium edule;9.25E+000;11.85;0.44;25
Invertebrate;Cardium edule;9.90E+000;9.85;0.727;25
Invertebrate;Cassidulus mitis;9.50E-001;22.15;0.812;25
Invertebrate;Chamelea gallina;1.35E+000;24.85;4.687;25
Invertebrate;Chione cancellata;5.23E+000;25.85;0.553;25
Invertebrate;Chorismus antarcticus;1.27E+001;-1.15;0.731;25
Invertebrate;Corbicula fluminea;4.50E-001;21.35;4.39;25
Invertebrate;Corbicula fluminea;6.38E-001;21.85;1.739;25
Invertebrate;Cyclops strenuus;3.75E-005;15;18.75;4
Invertebrate;Cyclops strenuus;3.75E-005;20;24.146;4
Invertebrate;Cyclops vicinus;3.80E-005;5;15.315;4
Invertebrate;Cyclops vicinus;3.80E-005;10;15.755;4
Invertebrate;Cyclops vicinus;3.80E-005;15;42.941;4
Invertebrate;Daphnia ambigua;7.55E-007;5;24.333;4
Invertebrate;Daphnia ambigua;7.55E-007;10;35.902;4
Invertebrate;Daphnia magna;4.43E-005;14;24.971;4
Invertebrate;Daphnia magna;4.43E-005;19;34.873;4
Invertebrate;Daphnia magna;4.43E-005;24;51.408;4
Invertebrate;Daphnia magna;4.43E-005;29;84.884;4
Invertebrate;Donax incarnatus;9.05E-001;27.85;7.483;25
Invertebrate;Dosinia hepatica;1.85E+000;19.85;0.568;25
Invertebrate;Echinosigra phiale;1.82E-001;2.85;0.275;25
Invertebrate;Echinus acutus var. norvegicus;6.50E+000;7;0.28;23
Invertebrate;Echinus affinis;8.43E+000;2.85;0.236;25
Invertebrate;Echinus elegans;1.47E+001;7;0.559;23
Invertebrate;Egeria radiata;1.94E+002;28.85;2.03;25
Invertebrate;Ephemerella subvaria;4.15E-002;14.85;6.597;25
Invertebrate;Epitheca spp.;7.58E-001;16.85;2.95;25
Invertebrate;Eucyclops serrulatus;1.28E-005;10;23.422;4
Invertebrate;Eucyclops serrulatus;1.28E-005;15;31.878;4
Invertebrate;Eucyclops serrulatus;1.28E-005;20;36.079;4
Invertebrate;Eucyclops serrulatus;1.28E-005;25;105.288;4
Invertebrate;Euphausia krohni;4.00E-003;13;5.214;6,26
Invertebrate;Eurhomalea exalbida;2.30E+002;6.45;0.145;25
Invertebrate;Filinia pejleri;1.25E-008;5;87.6;4
Invertebrate;Filinia pejleri;1.25E-008;10;128.824;4
Invertebrate;Filinia pejleri;1.25E-008;15;168.462;4
Invertebrate;Filinia pejleri;1.25E-008;20;292;4
Invertebrate;Filinia pejleri;1.25E-008;25;365;4
Invertebrate;Filinia terminalis;1.25E-008;5;87.6;4
Invertebrate;Filinia terminalis;1.25E-008;10;128.824;4
Invertebrate;Filinia terminalis;1.25E-008;15;168.462;4
Invertebrate;Filinia terminalis;1.25E-008;20;292;4
Invertebrate;Filinia terminalis;1.25E-008;25;365;4
Invertebrate;Gammarus fossarum;1.28E-002;12;3.809;4
Invertebrate;Gammarus fossarum;1.28E-002;16.1;5.475;4
Invertebrate;Gammarus fossarum;1.28E-002;20.2;7.552;4
Invertebrate;Gammarus roeseli;1.81E-002;12;3.809;4
Invertebrate;Gammarus roeseli;1.81E-002;16.1;5.475;4
Invertebrate;Gammarus roeseli;1.81E-002;20.2;7.552;4
Invertebrate;Gennadas elegans;1.09E-001;10.5;2.028;6
Invertebrate;Gnathophausia zoea;9.50E-001;9.5;1.521;6
Invertebrate;Haliotis iris;3.63E+002;12.15;0.077;25
Invertebrate;Hiatella arctica;1.45E+001;-0.15;0.28;25
Invertebrate;Hiatella byssifera;1.13E+001;1.85;0.28;25
Invertebrate;Holothuria atra;8.80E+002;25.95;0.549;25
Invertebrate;Hyalella azteca;5.78E-003;15.95;4.716;25
Invertebrate;Hydrobia acuta;1.21E-002;9.85;3.482;25
Invertebrate;Keratella cochlearis;1.75E-008;5;79.927;4
